user_main_brand,item_brand,user_lat,user_lon,item_lat,item_lon,item_price,has_premium_unlock,interacted
walmart,shein,42.91458606614109,-80.27913502199154,43.55357912581747,-80.0486361754773,107.60498493237762,1,0
h&m,lululemon,43.056622388546835,-80.04681497781358,43.58203793699678,-80.19893663880755,20.40100500032615,0,0
pre-owned/thrifted,walmart,42.90605029998251,-79.44723478653982,43.65037218514712,-80.48526895157433,117.50220189810548,0,1
shein,walmart,43.41797977132369,-81.26176781114047,42.96808278889583,-80.25724595705252,122.15381257580775,1,0
aritzia,pre-owned/thrifted,43.618424439159995,-80.34631306336436,43.208478074010664,-79.50685068306197,116.32586956857897,1,0
pre-owned/thrifted,pre-owned/thrifted,43.094785837261036,-79.92455591513888,42.9568279112352,-80.90741139537786,21.525053632289968,1,1
shein,urban outfitters,43.64162763583705,-79.85458608460354,43.068634481240025,-81.2548709765893,98.36665377482588,0,0
garage,lululemon,42.948213912231644,-79.91493513692578,43.083492621630135,-79.57667023060179,125.97709538366279,0,0
garage,lululemon,43.64754882144442,-81.03112974118375,43.27528576883806,-80.14576583522418,88.71624317685182,0,0
urban outfitters,gap,43.18129814979171,-80.70120882325664,43.11484973396291,-79.51868308907632,98.7290694080729,1,1
pre-owned/thrifted,pre-owned/thrifted,42.981136662759376,-80.58256894916597,42.980782485454206,-80.10610955317365,71.4627045168144,0,1
garage,lululemon,43.28869740734906,-79.69112558464099,43.03399287127529,-79.6796778200806,81.66256138318764,0,0
shein,urban outfitters,43.105421254176406,-80.74248025517089,43.01782045084167,-80.4406532732897,9.984644461000157,1,1
urban outfitters,aritzia,43.12789832156954,-80.8785900722656,43.67846143832984,-79.80028013742346,97.64963818612627,0,1
shein,garage,43.14583197194103,-79.3851039619238,43.50743400553478,-79.47391706622028,16.809845869218083,1,1
urban outfitters,garage,43.54242071826613,-81.28227342977306,43.674209172215654,-80.15575407255558,68.07711617933239,0,1
pre-owned/thrifted,aritzia,43.3313290213402,-79.30435828863604,43.25179238920633,-80.93842969887524,47.43498916177413,1,0
aritzia,princess polly,43.149046159324804,-79.9463574022852,43.122694785330125,-80.76240476993961,84.0870527806984,0,0
princess polly,urban outfitters,43.388267026648734,-79.64306140110176,43.53863455776735,-80.90271084620518,24.345368650865026,1,0
zara,lululemon,43.472920539378556,-80.71076120730761,43.16100313443292,-80.80628594480854,105.28829328613114,1,0
aritzia,urban outfitters,43.118099200586826,-81.27136944466588,43.139506698964276,-80.68716910129793,120.2766728546282,0,1
gap,aritzia,43.230839281220284,-79.82426096287693,43.086004793766264,-80.18973242649362,28.68639521275769,0,0
shein,shein,42.997508874669556,-79.63171080599865,43.003743182579385,-80.12401674107232,20.125397666022913,0,1
gap,zara,43.044919479627744,-79.81904773609295,43.10517044881341,-80.44700050551627,26.099745004167076,0,0
aritzia,h&m,43.44489428317199,-81.01429942539832,43.18425579877911,-80.06915844035832,132.18349647528277,1,1
urban outfitters,aritzia,43.0451506781565,-79.79314415548606,43.439195366516586,-81.13685014877727,81.58744295467164,0,1
zara,lululemon,43.32013070693365,-79.76215443578471,42.95005187377556,-81.12442352588367,72.75284442108787,0,1
zara,pre-owned/thrifted,43.467237009377946,-79.98291896865989,43.068405551732276,-80.95634107928468,20.473213769841372,0,0
h&m,pre-owned/thrifted,42.985501538475795,-79.76776813440883,43.54721891223334,-80.26384500391931,99.18562097975946,1,0
zara,gap,43.353849775703125,-79.60815712064453,43.01753753886702,-80.87201064260337,130.85994082478805,1,1
princess polly,aritzia,43.10525022696109,-80.07279177152508,43.17411611721802,-80.73343119301484,125.08695105190068,0,1
zara,gap,43.67034150019007,-81.12279057206064,43.591727137486515,-80.49937432765401,95.77793280221618,0,0
aritzia,aritzia,43.28683651737594,-80.32474438066558,43.023940248914755,-79.67626775197924,15.915413914492676,0,0
h&m,urban outfitters,43.544794039820125,-81.14470133065679,42.96618946849455,-81.27227572817428,21.29756894052188,0,0
aritzia,h&m,43.34018123372501,-80.48491393793513,43.28763039606401,-80.00124235952676,12.149803130924578,0,0
aritzia,urban outfitters,42.93473002628385,-80.48578702174875,43.14193560902283,-79.96224693791862,42.33448639140805,0,1
lululemon,zara,43.40652110047522,-81.16798031171952,43.350726691587084,-79.70268843928672,24.670912738254774,0,1
walmart,garage,43.66112267376533,-80.60235893206104,43.54304391238678,-79.43449412187937,42.70696583660291,0,0
h&m,walmart,43.38128945611707,-81.07800380241737,43.00971879052219,-81.25972430210142,60.83341807924944,0,1
aritzia,aritzia,43.55535108754143,-79.68352957998155,43.36455926764343,-80.99243258897357,141.73250369031467,0,1
walmart,zara,43.607365170678726,-79.40462394807106,43.30440700831189,-79.52765741188801,93.50452866834534,0,0
walmart,garage,43.082463817559145,-81.15536704948411,43.01526302881056,-80.38296287562596,126.07119892402953,1,1
h&m,lululemon,43.06963587192658,-79.38976958541659,43.399198788423185,-80.17081872213306,108.00096760328817,1,1
lululemon,princess polly,43.388784791080795,-80.25484680132651,43.118912334288616,-79.9739455925537,21.312953926361605,0,0
gap,h&m,43.228822775845366,-80.70086864409225,43.29026745483521,-79.94186679100872,111.70845892422258,0,1
urban outfitters,gap,43.57188904229338,-81.14627584944768,42.96581785942165,-79.43651919336698,44.889337826073046,1,1
princess polly,gap,43.62001849871841,-80.29875146385916,43.2676672457709,-79.30610116517666,97.67063781423242,1,1
urban outfitters,urban outfitters,43.18273710344217,-79.7109689110185,43.145170774434256,-79.85968507813811,54.43948617823334,0,1
zara,pre-owned/thrifted,43.089496447179584,-79.8858270454666,43.557904968948286,-80.7255575815897,149.66247817337558,0,1
princess polly,garage,43.52442041219509,-81.19954797707204,42.945582981597894,-79.54049519541131,43.214964527032784,0,0
zara,princess polly,43.11984482843851,-81.1541963292642,43.23488581993466,-81.20155817091847,45.4739182622691,0,1
aritzia,zara,43.55809145481094,-80.49425343473472,43.26674513930515,-80.837838294251,139.94747705654774,0,1
shein,h&m,43.23899060291901,-80.70941901190412,43.4800048610393,-79.50522856507257,8.573438672266787,0,1
h&m,garage,43.434039919433175,-80.8352313538879,43.35943006007217,-80.78761697112128,106.01990324161355,0,0
princess polly,princess polly,42.97642825106773,-80.73799100218257,43.433769869755345,-80.8586978807565,110.17232665670232,0,0
princess polly,walmart,43.39908745974126,-79.69303451340623,43.521639428521404,-81.0237494137195,126.2748937245079,0,1
aritzia,aritzia,43.261414142989786,-79.44154389273629,43.58976237892655,-79.58177648470617,146.29370004257893,0,0
gap,gap,43.36928677054038,-80.48979461094487,43.151100397377974,-80.29988348161783,146.4622782777146,0,1
walmart,zara,43.03441136619589,-79.487777995735,43.330418164291125,-79.95021359389169,14.465129847137264,0,0
aritzia,gap,43.489498995955344,-80.65700859750423,43.572086462751365,-80.82186723184994,124.16670179917087,0,0
garage,zara,43.59023766203458,-80.34712602731241,43.69156090477205,-79.78391915797756,98.71494038032029,1,1
lululemon,urban outfitters,43.07339184007262,-80.847942004368,43.61161544883501,-79.7799889100758,98.86460948409822,0,0
walmart,pre-owned/thrifted,42.976571644416126,-80.01904791564831,43.1971738100995,-80.6748039501834,23.610739359130747,1,0
h&m,zara,42.91891086883707,-79.34203776965037,43.05613321377492,-80.47863473397943,99.27713913461973,1,1
walmart,gap,43.41357720035462,-80.09301380791324,43.291514029925274,-80.8806194451396,147.45997418718093,0,0
gap,urban outfitters,43.38567522887102,-80.5843718317729,43.49331316146883,-79.3468779533542,137.2136925832198,0,0
walmart,zara,43.33735793017126,-80.00436510801894,43.29405525660264,-80.00879484588317,68.67394581670332,0,0
h&m,walmart,43.08555767689278,-81.05415864306923,43.286544690650935,-79.43091223856896,10.792456126483678,1,1
gap,pre-owned/thrifted,43.21272479672441,-79.5226818394692,43.570584336865444,-80.69322891274173,57.5325560500297,1,1
urban outfitters,zara,43.37558106814894,-80.29383209844032,43.18912302325375,-79.73621817400621,124.82659518208051,1,0
princess polly,urban outfitters,43.29741348708733,-80.40130051592071,43.58783573984932,-79.76828271223052,106.71736971244907,0,0
princess polly,lululemon,43.69022841617191,-80.12827042309296,43.22544384076138,-79.91668869626692,71.60483006112368,0,0
lululemon,garage,43.00915180204539,-80.0504322744212,43.16258648454267,-79.3687220494664,12.989722598030509,0,1
zara,shein,43.45611564323808,-81.15644838754697,43.263191928959756,-80.51288932778736,66.89973553437888,0,1
urban outfitters,princess polly,43.223455014483434,-79.93476555755319,43.509957566939896,-81.03856535282048,73.0086162590931,0,1
urban outfitters,shein,43.24255969194049,-80.81613663936893,43.00080162229119,-79.95658228151187,139.6405522696497,0,1
walmart,lululemon,43.47407821252654,-79.87209473498682,43.057135372697616,-79.84138039904559,97.95748501941313,1,0
princess polly,shein,43.4539489210595,-79.6549304112316,43.66115586053048,-80.14987885308237,50.18967291492409,0,0
h&m,lululemon,43.69300479496175,-79.69208298489495,43.040393301905084,-80.8863642137332,81.1711483453546,0,0
pre-owned/thrifted,h&m,43.0027154315633,-80.19499806518422,43.354181854344844,-80.29108811666129,14.57801963421321,0,1
pre-owned/thrifted,lululemon,42.98328771950733,-80.25966021537849,43.36345157332955,-80.67562052686174,146.02239416921185,1,1
gap,lululemon,43.479471053702994,-81.01424807732117,43.291699569640194,-80.44506694366662,57.208685779955275,1,0
princess polly,lululemon,43.36270953360513,-79.74930769919372,43.41579619886146,-80.00956284831067,74.29076646240469,0,1
princess polly,walmart,43.119328533247845,-80.75718123910657,43.0838613806381,-79.80957051461833,56.516176264353774,0,0
lululemon,garage,42.96353549519119,-80.30660915436411,43.3421298142214,-80.83555061819732,103.96420086684903,0,0
pre-owned/thrifted,aritzia,42.96852659967714,-80.73145181414496,43.19773860419752,-80.48934927870609,101.02366295779099,1,1
princess polly,zara,43.6153526997313,-81.03234327400061,43.42933380770335,-80.76167685801674,108.72173502672467,0,0
lululemon,princess polly,43.053493859774996,-80.04088460621652,43.01297883469852,-80.90273677227626,43.88076829372852,0,1
walmart,pre-owned/thrifted,43.158697249692416,-81.19133593035419,43.356701933471584,-79.73322556000832,50.77192976878957,0,0
garage,garage,43.08132512178159,-79.8027095317476,43.04821628430666,-79.48149461112601,23.161428508950152,0,1
shein,gap,43.18399704466555,-80.66482640947777,43.122914450492026,-80.55953562863084,100.04894591768632,1,1
urban outfitters,aritzia,42.95553907419687,-81.29973061399103,43.074967840258864,-79.79744215125247,10.77058346366962,0,1
zara,h&m,43.31524783272662,-80.27774172152554,43.04627022389505,-79.50600942127117,91.66393865090157,0,1
gap,h&m,42.95409005087377,-81.2062961829448,43.56056876124853,-79.60775157893953,131.1059033034869,0,0
garage,lululemon,43.54028520625789,-80.7476608843582,43.12856605412871,-80.93437322292155,134.17066150199688,0,0
pre-owned/thrifted,garage,43.08696966552834,-79.88604702508856,43.64169902549156,-79.38741623697328,70.11047525364444,1,0
lululemon,urban outfitters,43.33200953168361,-81.17462075675627,43.67594122027616,-80.54664711914107,71.5990347908957,0,0
urban outfitters,shein,43.60406327004917,-79.621323015288,43.357008375949675,-80.62151867765232,16.160531536162516,1,1
princess polly,gap,43.420701895237755,-81.29236015468283,43.01440089813258,-81.17513734544444,102.26092868924019,1,0
zara,h&m,43.32636622924107,-80.80635226159619,43.199638594703664,-80.32765269179023,124.0826159540626,0,1
princess polly,princess polly,43.1594670024923,-79.81819188769586,43.53818581067857,-81.08197276871815,40.47498291768339,0,1
h&m,h&m,43.16640153044656,-80.66745970054139,43.19391258295766,-80.80292035814514,66.08862783683787,0,0
h&m,pre-owned/thrifted,43.435589564158555,-81.09621522386797,42.96961377464223,-80.66611475646543,126.6317038309642,1,1
zara,zara,43.695311488976934,-80.57953216239915,43.34542792874255,-79.68234735301662,132.18246781103176,0,1
lululemon,h&m,43.429471351879506,-80.75921342723095,43.57609668119683,-79.54902269920821,40.26109713831276,0,1
zara,pre-owned/thrifted,43.34622673389602,-79.6145761956789,43.536741109714804,-80.69506736507705,84.83274200849782,0,1
pre-owned/thrifted,garage,43.4845204081914,-80.67330416482972,43.04009851210428,-79.58260375751085,32.911506842194925,1,1
zara,garage,43.27216448982698,-79.72213505644798,43.43821169152997,-79.58553812526041,19.7724208002357,0,1
walmart,aritzia,42.948113874080626,-79.51625571037853,43.07640341074852,-79.77069809923024,137.11247270183384,0,0
princess polly,h&m,43.34983745270233,-80.43236516084694,43.07456602764174,-81.00660977196964,123.97358811365582,0,0
garage,princess polly,43.6661002276043,-79.48011371229121,43.59925741864415,-79.91935430619854,115.20506076146022,0,1
aritzia,h&m,43.04024235388613,-80.54536389207361,43.09973516219218,-79.40995187083885,12.07111622790536,1,1
lululemon,princess polly,43.45200391265654,-79.37184316701978,43.11059787721441,-79.93491904246568,127.34067494298733,0,1
zara,walmart,43.060746950927246,-81.12142095094885,42.90052271260904,-80.63676630178433,68.51639100628064,1,1
gap,lululemon,43.32866214757846,-79.92596146699351,43.596535227300414,-80.29884136513833,54.647292877899645,0,0
h&m,aritzia,42.977341159717376,-80.31237191908615,43.53407585056731,-80.00854991329788,84.23907234867958,0,0
walmart,walmart,43.26029674900655,-80.5247023890887,43.40186314807254,-80.27885918254299,18.246220194915594,0,1
urban outfitters,h&m,43.5049306631162,-80.0345762425028,43.50021261115108,-81.06009411653805,114.71374965609783,0,1
aritzia,aritzia,43.178057219391185,-79.89228581673133,43.02163885393959,-80.67587191069596,89.4530861488029,0,1
lululemon,walmart,43.431929379589775,-81.29127346069937,43.26665887567006,-79.69520793889274,32.05556404660929,0,1
garage,shein,43.536359968631785,-80.9660938225056,43.180975509879026,-79.57716390780897,32.29366896651161,0,1
aritzia,h&m,43.641742255583566,-79.87390789873136,42.97502122100561,-81.02539993456885,31.716054478037762,0,1
zara,walmart,43.087713665484365,-79.96722917284359,43.28890438817194,-79.39522649520255,13.265346195030428,0,0
pre-owned/thrifted,shein,43.21945273264745,-79.36790498974264,43.63659172027411,-80.64235476430278,90.23077515889429,1,1
h&m,shein,43.02193281066433,-79.77792441949843,42.93204729524055,-79.97537252253856,126.85048575033368,0,1
h&m,garage,43.6939868017267,-79.39845458453732,43.133168730795035,-79.79634970808664,7.537241028171347,0,0
urban outfitters,h&m,43.64160077433944,-79.89491899693039,43.06603274896456,-79.67610753072422,12.105673520834664,0,0
pre-owned/thrifted,shein,43.33196570422445,-80.70389558272112,43.090517322932556,-79.40850059554813,88.05169011960714,1,1
princess polly,garage,43.57362663550114,-81.08927015549828,43.6267476415035,-80.67416090394235,123.82687438097759,1,1
shein,walmart,43.31676638181764,-79.73635227331013,43.274455243387436,-79.58298709089689,52.37713913245187,0,1
walmart,pre-owned/thrifted,43.398868550402206,-80.01170155704817,43.27303953035186,-81.03662619312759,55.694087827119716,1,0
h&m,h&m,42.971299545692816,-81.20362797521341,43.50846051396423,-79.8899181872928,91.47024213703251,0,0
gap,aritzia,43.50421633639745,-80.57989906819805,43.02359376320394,-79.81604454097203,44.76086892300131,0,0
h&m,princess polly,43.00217078690819,-79.38640036903142,43.28981228328004,-79.94455351759736,8.8582130812642,1,1
aritzia,princess polly,43.56085410420202,-80.2991977085796,43.24398817129685,-80.79537052772969,111.60813512473143,1,0
h&m,walmart,43.52562247013631,-80.43454172796059,43.377528552437326,-79.55391370596959,95.7192373765107,0,1
lululemon,urban outfitters,43.466995758194386,-80.38460078968141,43.69964616260035,-80.9622830732592,89.20961986307057,1,1
h&m,urban outfitters,42.928928304419806,-80.88223455198967,43.51555911526564,-81.19273041695834,112.54419870381436,0,0
shein,walmart,43.142502684756266,-80.56258565827041,43.21829256241394,-79.86507001877618,102.90847144649544,1,0
shein,shein,43.11049005592867,-80.56037348802565,43.56204244181924,-80.34904856953453,34.852888285856565,0,0
garage,h&m,43.18810912597721,-81.19528995962506,43.036566690649984,-79.60180396008265,56.109751806785916,0,1
princess polly,princess polly,42.97011419741107,-79.76486474296416,42.924370949047166,-80.53320571788348,23.285970543400623,0,1
gap,princess polly,43.649566258424855,-80.46699113619223,43.063558697971416,-80.96344282298458,23.82926694559275,0,1
h&m,shein,43.3430417925699,-79.65564022636715,43.17232924489141,-79.62711561506026,103.04838322169819,0,1
h&m,princess polly,43.14441944852642,-79.5993039977602,43.30846460596765,-80.20218073671985,129.49701551246224,0,0
walmart,aritzia,43.217585213659426,-80.87601189060268,43.39210331243296,-80.92160841521928,144.59622465986516,0,0
shein,h&m,43.25776203240387,-79.98529303565974,43.62848457377154,-79.8592320028271,96.11033204466943,0,1
gap,zara,43.380475466688495,-80.35543639167403,43.307883207640366,-80.277772723021,31.69469188733876,0,0
urban outfitters,princess polly,43.3125435421572,-79.53968652415703,43.301020515700586,-80.09137403551935,20.319300090094952,0,1
garage,walmart,43.63551357857153,-80.86851864164709,42.940194407858385,-80.37820332358683,122.86339087282988,0,1
princess polly,aritzia,43.29757078632466,-79.94437359937992,42.927929242124975,-79.64258203236399,88.9196890721999,1,1
pre-owned/thrifted,princess polly,43.693726411858655,-80.08449575549456,43.3409279695331,-79.6408745686339,94.65132804698938,1,0
princess polly,lululemon,43.581139966196076,-80.70939704485633,43.25054289059867,-79.88122235635123,118.31200286943285,1,0
lululemon,aritzia,43.066808411485866,-81.02679819269765,43.57134431598424,-81.08919724520707,106.97519802120549,0,1
aritzia,garage,43.644476171715134,-79.99672047904545,43.028543667769476,-79.62229227619186,125.99644666413401,1,1
lululemon,zara,42.99309311830838,-79.82280508373533,42.91997732969364,-79.95797403893418,13.15101629168238,0,1
h&m,gap,43.55395976679296,-80.66874531247329,43.2592310143441,-79.9059516679914,113.3904923282432,0,0
garage,walmart,43.20449863478127,-80.01033479195537,43.089982845401806,-80.57403431919225,128.37364981170384,0,1
aritzia,walmart,43.60237945635606,-80.50973818477699,42.93969149867107,-79.54144088768598,46.48958115645558,1,1
gap,h&m,43.59444535208596,-79.87358623343476,43.4796786294781,-79.84925679953028,97.86485472902166,0,1
pre-owned/thrifted,aritzia,43.5447403200941,-80.9015694502119,42.989274399965794,-81.07481906694161,50.55349925636095,0,0
shein,shein,43.53202434904565,-79.51956999472765,43.38665560000622,-80.48444393118767,143.90580463995582,0,1
garage,walmart,43.143743311278435,-80.72518080706884,43.12483980013351,-79.52723927607971,9.846418003148045,1,1
garage,aritzia,42.964735426441,-80.5644280244877,43.038796840284014,-81.20560659660524,89.06996235577849,0,0
lululemon,aritzia,43.22238414301213,-81.18381609583929,43.20380121833546,-79.3771667607159,29.14301432217969,0,1
h&m,lululemon,43.038819611989204,-81.07697557535744,43.54115662097836,-79.94167486336087,108.271929750688,0,0
zara,pre-owned/thrifted,43.455960871121974,-80.26827619457534,43.21367486152366,-80.03724804471324,30.504091095706002,0,0
lululemon,pre-owned/thrifted,43.17687978123023,-80.76481464654405,43.500615719368845,-80.75888148702401,39.13057297526185,0,1
garage,gap,43.680488160687936,-79.6290395485156,43.00038903743932,-80.80241642252165,76.68376760163493,0,1
walmart,garage,43.41277766187627,-81.27061322269009,43.518217135732066,-79.41588356102281,137.6510677495473,1,1
pre-owned/thrifted,gap,43.55798445090749,-80.54181190265612,43.08954665992532,-80.70345509153175,35.69858396145577,0,0
lululemon,princess polly,43.00601973819348,-80.62530890646181,43.4419145039111,-79.748989406562,25.91480306212501,0,0
pre-owned/thrifted,shein,43.5896115858181,-81.2613447381648,43.3526252438728,-80.51375640358584,115.05164061883444,0,1
walmart,princess polly,43.63820575241072,-81.05126320199898,43.64331577376935,-81.0214918584306,77.58983218841999,0,0
urban outfitters,urban outfitters,43.28964953505515,-80.47271465016273,43.20985801438025,-81.27856940460929,137.20884129535685,0,1
walmart,princess polly,43.385002350200786,-80.3142708311051,42.95293215106755,-80.21148532596949,26.259110788177132,0,0
walmart,h&m,43.511847840722396,-80.49142050549025,42.915324388441,-79.34844236290213,98.6595444883407,0,1
pre-owned/thrifted,princess polly,43.03987090180833,-80.23812464317581,43.5614868487782,-80.56172761238159,38.767476192013184,1,0
princess polly,gap,43.30205286117076,-80.10973665018864,43.31978851012914,-80.5856153320139,27.7302621544877,0,1
pre-owned/thrifted,walmart,43.21893042221785,-81.28015235774433,43.52019524146796,-80.61181676430111,104.09726519780422,0,0
zara,walmart,43.0170991937298,-80.37180968109298,43.08754048000921,-80.25891232539028,91.08426988676632,1,1
h&m,pre-owned/thrifted,43.19402753783323,-79.37300151822483,43.17606699641059,-80.41867023315142,114.44998146253803,0,1
aritzia,shein,42.95453784750839,-80.2619354397409,42.924083097769056,-79.54017074654597,49.872073584696444,1,1
princess polly,shein,42.92064952555959,-79.94491546508209,43.669193859659295,-80.28895841655302,69.95589017541754,0,1
shein,h&m,43.00813303132386,-80.67627228416623,43.43429432536065,-80.28448432362286,63.79339306791068,0,1
aritzia,gap,43.67049208927134,-79.75201724369447,43.64656407020745,-81.02325681055888,147.69297227514457,1,1
h&m,pre-owned/thrifted,43.33962362871601,-79.75415703624776,43.11239712594326,-79.33452091817922,47.37609872721124,0,0
lululemon,lululemon,43.67265772892258,-80.25740790469172,43.38917088898053,-80.80005421826233,47.748499560281196,0,1
zara,urban outfitters,43.245998302664105,-79.34797235344158,43.44279997463411,-81.1532718650808,56.40949028014807,1,1
zara,shein,43.149452906468206,-81.04889957047469,43.15403976020607,-79.97370750204958,86.86614178709662,0,1
shein,walmart,43.3049134902722,-81.26610467022084,43.578487388012505,-80.10926725968625,41.58679791824306,0,1
princess polly,princess polly,43.25160935090633,-79.7596835764858,43.6577291703202,-80.4697086920145,137.7170413549947,0,0
urban outfitters,princess polly,42.98453174740939,-79.68568892527023,43.60788409415681,-80.45561553223864,43.5244069056082,1,0
walmart,pre-owned/thrifted,43.41266105175217,-81.05958554175885,43.4912535807515,-79.72987215790714,134.89328107622822,1,1
